Applicant_Name,Sector,Patent_Families,First_Year,Last_Year,Person_IDs,Rank,Family_ID_List
DU XIANMING,Individual,2,2021,2021,1,2188,"[75456990, 75514400]"
SHENYANG ALUMINIUM & MAGNESIUM ENGINEERING & RESEARCH INSTITUTE,Government/Non-Profit,2,2009,2009,1,2189,"[42409854, 43368377]"
SHENNONGJIA FUTURE HEALTH TECHNOLOGY DEVELOPMENT COMPANY,Company,2,2019,2019,1,2190,"[72445948, 72445958]"
"CHO, GEUM SUK",Individual,2,2017,2017,1,2191,"[63878164, 65908285]"
CHMIELEWSKI RAFAL,Individual,2,2015,2015,2,2192,"[56855411, 58054084]"
CHMIELEWSKI RAFAŁ,Individual,2,2015,2015,1,2193,"[56855411, 58054084]"
"CHN ENERGY HYDROGEN ENERGY TECHNOLOGY CO., LTD.",Company,2,2023,2023,1,2194,"[90539529, 90578451]"
CHINESE TANG GROUP NEW ENERGY SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE LIMITED COMPANY,Research Institution,2,2021,2021,1,2195,"[80462845, 81047590]"
CHIPING BLUE ANGEL RED MUD TECHNOLOGY COMPANY,Company,2,2016,2016,1,2196,"[56952657, 58617187]"
NUVERA FUEL CELLS EUROPE,Company,2,2001,2004,5,2197,"[11447136, 36084798]"
NUCLEAR AND RADIATION SAFETY CENTER,Government/Non-Profit,2,2015,2015,2,2198,"[54920283, 58229421]"
"NORVAL, GRAEME",Individual,2,2009,2009,3,2199,"[43527227, 43527228]"
NOTOICE,Company,2,2014,2018,1,2200,"[55757535, 70386346]"
SHENYANG ALUMINUM AND MAGNESIUM TECHNOLOGY COMPANY,Company,2,2019,2019,1,2201,"[67926335, 70354607]"
SHENYANG CHUANGDA TECHNOLOGY TRADE MARKET COMPANY,Company,2,2011,2013,2,2202,"[45882799, 49308643]"
SHENYANG HENGHUI ENERGY EQUIPMENT COMPANY,Company,2,2015,2015,1,2203,"[54044842, 54046840]"
SHENNONGJIA ZHENZHEN WATER STRUCTURE RESEARCH INSTITUTE COMPANY,Company,2,2018,2018,1,2204,"[63200087, 63202854]"
NINGBO OCEANKING CHEMICAL DEVELOPMENT COMPANY,Company,2,2015,2016,2,2205,"[54795945, 56902366]"
"NINGBO QINGYUN NEW MATERIAL TECHNOLOGY CO., LTD.",Company,2,2023,2023,1,2206,"[87727899, 87954658]"
NINGBO HUIFANG ELECTRONIC TECHNOLOGY COMPANY,Company,2,2020,2020,1,2207,"[74803355, 78635246]"
NINGBO FOTILE KITCHENWARE COMPANY,Company,2,2019,2020,2,2208,"[68410765, 76156462]"
NINGBO CITY YINZHOU DISTRICT TAIBENRONG MACHINERY EQUIPMENT COMPANY,Company,2,2018,2018,1,2209,"[62832983, 64541729]"
NINGBO COLET ELECTRICAL APPLIANCE COMPANY,Company,2,2020,2020,1,2210,"[75731645, 75888982]"
NINGBO DAHONGYING UNIVERSITY,University,2,2018,2018,1,2211,"[62550268, 62550309]"
NINGBO AQUAWORLD ELECTRIC MANUFACTURE COMPANY,Company,2,2017,2017,1,2212,"[62505607, 62540377]"
"DURET, ALEXIS",Individual,2,2007,2007,2,2213,"[38657922, 39370835]"
NIPPON SYSTEM KIKAKU,Company,2,2014,2014,1,2214,"[54062866, 54207290]"
NISHIGUANG (WUHAN) BIOTECHNOLOGY COMPANY,Company,2,2023,2023,1,2215,"[86367722, 87243897]"
NIPPON MINING COMPANY,Company,2,2007,2007,1,2216,"[39690006, 39690007]"
NIPPON CHEM IND COMPANY,Company,2,2018,2019,1,2217,"[68726085, 74199015]"
NIPPON FILCON COMPANY,Company,2,2015,2020,1,2218,"[59016821, 77668987]"
NIPPON KAYAKU COMPANY,Company,2,2000,2022,3,2219,"[27481908, 90669575]"
NINGBO KING SKY WATER MACHINERY & ELECTRIC COMPANY,Company,2,2017,2018,1,2220,"[60194282, 65875446]"
CHINESE SCIENCE AND TECHNOLOGY UNIVERSITY,University,2,2022,2022,1,2221,"[80978274, 81373691]"
CHINA UNIVERSITY OF MINING & TECHNOLOGY,University,2,2023,2023,1,2222,"[88454448, 88986397]"
CHINA TIANCHEN ENGINEERING CORPORATION,Company,2,2023,2023,2,2223,"[87214886, 87321037]"
CHINA SOUTHERN POWER GRID ENERGY DEVELOPMENT RESEARCH INSTITUTE COMPANY,Company,2,2022,2022,1,2224,"[84118488, 85023786]"
SHENYANG NEWLIFE INDUSTRIAL COMPANY,Company,2,2016,2016,1,2225,"[61028478, 61029570]"
SHENYANG NORMAL UNIVERSITY,University,2,2007,2019,2,2226,"[38999008, 66607191]"
SHENYANG UNIVERSITY,University,2,2014,2021,2,2227,"[52314290, 77470840]"
"DZIALLAS, HOLGER",Individual,2,2003,2003,2,2228,"[34041844, 34066320]"
NOJIMA MASAFUMI,Individual,2,2007,2010,2,2229,"[40751782, 45066732]"
NOK CORPORATION,Company,2,2000,2000,1,2230,"[18866688, 18866689]"
"NO.718 INST., CHINA SHIP HEAVY INDUSTRY GROUP COMPANY",Company,2,2003,2005,2,2231,"[34330345, 38084716]"
"NOAKI, YASUHIDE",Individual,2,2002,2002,1,2232,"[28035549, 32375951]"
SHENZHEN BAY LABORATORY PINGSHAN BIOLOGY MEDICINE R&D AND TRANSLATION CENTER,Research Institution,2,2023,2023,1,2233,"[87624094, 88037852]"
SHENZHEN BAY LABORATORY PINGSHAN BIOMEDICAL RESEARCH AND DEVELOPMENT CONVERSION CENTER,Research Institution,2,2023,2023,1,2234,"[87490892, 87497430]"
SHENZHEN BEAUTY MAGIC CUBE HEALTH TECHNOLOGY COMPANY,Company,2,2021,2021,1,2235,"[79257934, 79260476]"
SHENZHEN AIMISHI ELECTRONIC TECHNOLOGY COMPANY,Company,2,2020,2020,1,2236,"[73180005, 75552215]"
NIHON KANKYO SCIENCE COMPANY,Company,2,2003,2003,1,2237,"[34420032, 34544409]"
NICHE VISION,Company,2,2006,2008,1,2238,"[38871536, 44865735]"
NEXTCHEM,Company,2,2021,2023,1,2239,"[78212530, 87556233]"
NEXTCHEM TECH S.P.A.,Company,2,2021,2023,1,2240,"[78212530, 86771294]"
NEW SKY ENERGY,Company,2,2007,2007,5,2241,"[39825998, 40094140]"
NEXT HYDROGEN CORPORATION,Company,2,2008,2009,5,2242,"[42128151, 43604430]"
NEW MATERIAL RESEARCH INSTITUTE OF GUANGDONG ACADEMY OF SCIENCES,Government/Non-Profit,2,2021,2023,1,2243,"[80277378, 86967063]"
"NEUBERT, JOACHIM",Individual,2,2007,2009,1,2244,"[39735168, 41683017]"
SHENZHEN DINGBANG BIOLOGICAL TECHNOLOGY COMPANY,Company,2,2021,2021,1,2245,"[76508301, 79985889]"
SHENZHEN CHUANGHUI ELECTRONICS COMPANY,Company,2,2017,2018,1,2246,"[61939936, 62642725]"
SHENZHEN CITY UP PRECISION MACHINERY COMPANY,Company,2,2010,2010,1,2247,"[42653619, 43328296]"
SHENZHEN COSBEAUTY TECHNOLOGY COMPANY,Company,2,2016,2016,1,2248,"[57819407, 59645564]"
NIHON TECHNO COMPANY,Company,2,2001,2001,1,2249,"[18983056, 19178709]"
ECO WATER,Company,2,2019,2019,1,2250,"[72883303, 74238553]"
EAST CHINA ENGINEERING SCIENCE AND TECHNOLOGY COMPANY,Company,2,2021,2022,1,2251,"[78105480, 82866806]"
NIHON GORE,Company,2,2010,2014,2,2252,"[45993941, 54195649]"
CHINA NATIONAL OFFSHORE OIL PETROCHEMICAL ENGINEERING CORPORATION,Company,2,2021,2021,1,2253,"[76563224, 78355383]"
CHINA NUCLEAR POWER ENGINEERING COMPANY,Company,2,2016,2016,1,2254,"[58540207, 58674308]"
CHINA INSTITUTE OF WATER RESOURCES AND HYDROPOWERRESEARCH,Company,2,2017,2018,1,2255,"[62366083, 65108208]"
CHINA IRRIGATION AND DRAINAGE DEVELOPMENT CENTER,Government/Non-Profit,2,2015,2015,1,2256,"[55466910, 55898442]"
CHINA MINMETALS CHANGSHA MINING RESEARCH INSTITUTE COMPANY,Government/Non-Profit,2,2013,2013,1,2257,"[50508865, 53210047]"
SHENZHEN GAOFA GAS COMPANY,Company,2,2015,2015,1,2258,"[55688063, 55688064]"
SHENZHEN GAS CORPORATION,Company,2,2021,2022,1,2259,"[83441030, 85204548]"
SHENZHEN FEELLIFE AEROSOL MEDICINE COMPANY,Company,2,2021,2021,1,2260,"[76874836, 82684036]"
SHENZHEN INSTITUTE FOR INNOVATIVE DESIGN COMPANY,Company,2,2019,2019,1,2261,"[67892066, 70922305]"
SHENZHEN HELABOQING TIMES TECHNOLOGY COMPANY,Company,2,2015,2016,1,2262,"[56251812, 56256416]"
SHENZHEN HEPOCH TECHNOLOGY COMPANY,Company,2,2016,2017,2,2263,"[57615933, 59606533]"
SHENZHEN HEXZN TECHNOLOGY COMPANY,Company,2,2019,2019,2,2264,"[68367824, 70590204]"
"SHENZHEN HINGEAR ENERGY CO., LTD.",Company,2,2023,2023,1,2265,"[89783650, 89789349]"
CHINA SINOGY ELECTRIC ENGINEERING COMPANY,Company,2,2022,2022,1,2266,"[82407882, 84865628]"
CHINA PETROLEUM UNIVERSITY (BEIJING),University,2,2020,2022,1,2267,"[81619021, 81720465]"
CHINA NATIONAL NUCLEAR POWER COMPANY,Company,2,2021,2021,1,2268,"[77535957, 82338663]"
"ECONOMIC AND TECHNICAL RESEARCH INSTITUTE OF STATE GRID JIANGSU POWER CO., LTD",Research Institution,2,2022,2022,1,2269,"[81487354, 82143075]"
ECONOMIC AND TECHNOLOGY RESEARCH INSTITUTE OF STATE GRID ANHUI ELECTRIC POWER COMPANY,Company,2,2020,2023,1,2270,"[76069211, 87961072]"
ECONOMIC TECHNOLOGY RESEARCH INSTITUTE OF STATE GRID HUBEI ELECTRIC POWER COMPANY,Company,2,2022,2023,1,2271,"[85517737, 87874609]"
NATIONAL POLYTECNICAL INSTITUTE OF TOULOUSE INPT,University,2,2006,2008,9,2272,"[37776533, 40581542]"
NATIONAL RESEARCH COUNCIL OF CANADA,Government/Non-Profit,2,2004,2009,4,2273,"[35450792, 43410396]"
NATIONAL KAOHSIUNG MARINE UNIVERSITY,University,2,2011,2013,1,2274,"[46925554, 52423253]"
NANYANG YULONGYUAN AUTOMOBILE MAINTENANCE COMPANY,Company,2,2017,2017,1,2275,"[59669197, 60797100]"
"NARA, MIWAKO",Individual,2,2007,2010,3,2276,"[39476826, 44367632]"
SHENZHEN HYDROGEN HEALTHY WORLD HEALTH TECHNOLOGY COMPANY,Company,2,2017,2017,1,2277,"[59146953, 59196379]"
NATIONAL TECHNICAL UNIVERSITY KHARKIV POLYTECHNICAL INSTITUTE,University,2,2001,2008,2,2278,"[50180949, 74216525]"
NATIONAL TSING HUA UNIVERSITY,University,2,2014,2014,1,2279,"[53326232, 53722397]"
NATIONAL UNIVERSITY CORPORATION KOCHI UNIVERSITY,University,2,2014,2015,7,2280,"[55439374, 56788221]"
NATIONAL UNIVERSITY LVIVSKA POLYTECHNIKA,University,2,2013,2014,1,2281,"[53501056, 56281016]"
NATIONAL UNIVERSITY OF SINGAPORE,University,2,2020,2021,3,2282,"[81458608, 86573654]"
ECOTRICITY GROUP,Company,2,2015,2015,6,2283,"[52746240, 77664404]"
ECOWELL COMPANY,Company,2,2016,2020,1,2284,"[62185065, 81582550]"
CHINA HUANENG GROUP CORPORATION,Company,2,2014,2022,2,2285,"[53226034, 83661281]"
CHINA ELEVENTH CHEMICAL CONSTRUCTION COMPANY,Company,2,2022,2022,1,2286,"[83312893, 83381750]"
CHINA FIRST HEAVY INDUSTRIES COMPANY,Company,2,2013,2013,1,2287,"[48412714, 48847606]"
"CHINA DATANG CORPORATION SCIENCE AND TECHNOLOGY RESEARCH INSTITUTE CO., LTD. THERMAL POWER TECHNOLOGY INSTITUTE",Company,2,2017,2017,1,2288,"[61853664, 61927333]"
SHENZHEN MUER TECHNOLOGY COMPANY,Company,2,2019,2021,1,2289,"[66868839, 79051150]"
SHENZHEN KIZOKU LIFE TECHNOLOGY COMPANY,Company,2,2018,2018,1,2290,"[65045628, 67559045]"
SHENZHEN JIUPIN AIR PURIFICATION TECHNOLOGY COMPANY,Company,2,2018,2018,1,2291,"[63377303, 64135604]"
SHENZHEN IPM BIOTECHNOLOGY COMPANY,Company,2,2015,2015,2,2292,"[55294040, 55294041]"
"NEUBERT, SUSANNE",Individual,2,2007,2009,3,2293,"[39735168, 41683017]"
NEW COSMOS ELECTRIC CORPORATION,Company,2,2018,2019,1,2294,"[65270514, 66429937]"
NEDERLANDSE ORGANISATIE VOOR TOEGEPAST-NATUURWETENSCHAPPELIJK ONDERZOEK TNO,Government/Non-Profit,2,2021,2021,5,2295,"[75639684, 77911072]"
NBDB INTERNATIONAL,Company,2,2016,2016,1,2296,"[60041597, 60041600]"
NATURE ENERGY BIOGAS A/S,Company,2,2021,2021,1,2297,"[79164726, 79165083]"
NAUCHNO-PROIZVODSTVENNOE OBEDINENIE TSENTRAL'NYJ NAUCHNO-ISSLEDOVATEL'SKIJ INSTITUT TEKHNOLOGII MASHINOSTROENIJA (OAO NPO TSNIITMASH),Government/Non-Profit,2,2011,2011,2,2298,"[47322288, 49121498]"
NATIONAL YUNLIN UNIVERSITY OF SCIENCE AND TECHNOLOGY,University,2,2011,2013,1,2299,"[48139163, 53720810]"
NATRON ENERGY,Company,2,2012,2013,2,2300,"[51687004, 62709081]"
"NANJING YITU ENERGY SAVING TECHNOLOGY CO., LTD.",Company,2,2023,2023,1,2301,"[88365061, 90266780]"
NANJING YUNNA NANO TECHNOLOGY COMPANY,Company,2,2015,2015,2,2302,"[56000157, 56660575]"
NANJING ZHONGHENGYUAN ENVIRONMENTAL PROTECTION EQUIPMENT COMPANY,Company,2,2012,2012,1,2303,"[47921657, 48031711]"
NANJING SENMIAO ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,2,2019,2019,1,2304,"[67491593, 67572731]"
NANJING SINCE MORE ENVIRONMENTAL TECH COMPANY,Company,2,2019,2019,1,2305,"[67491593, 67572731]"
NANJING NINGZHI HIGH-NEW MATERIAL RESEARCH INSTITUTE COMPANY,Company,2,2019,2023,1,2306,"[69548604, 88256307]"
NANJING INSTITUTE OF TECHNOLOGY,University,2,2020,2023,1,2307,"[72383781, 90325324]"
NANJING HUIBANG NEW ENERGY TECHNOLOGY COMPANY,Company,2,2023,2023,1,2308,"[91795087, 93595533]"
"SHENZHEN SANAI HEALTH TECHNOLOGY CO., LTD.",Healthcare/Hospital,2,2021,2022,1,2309,"[84707909, 84708184]"
CHINA HUADIAN ENGINEERING COMPANY,Company,2,2020,2021,1,2310,"[76533714, 80094792]"
NANOX TECHNOLOGY COMPANY,Company,2,2020,2022,1,2311,"[76036549, 91228128]"
ELECTRIC POWER RESEARCH INSTITUTE OF SICHUAN ELECTRIC POWER CORPORATION,Company,2,2023,2023,1,2312,"[90148747, 90684600]"
"EISERMANN, STEFFEN",Individual,2,2005,2005,2,2313,"[34684256, 36998666]"
EHWA TECHNOLOGIES INFORMATION COMPANY,Company,2,2018,2018,1,2314,"[64671391, 64671585]"
EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,University,2,2013,2013,7,2315,"[49237131, 51830271]"
NANJING ZIDU ENVIRONMENTAL PROTECTION SCIENCE & TECHNOLOGY COMPANY,Company,2,2013,2013,1,2316,"[48411417, 49201982]"
CHI WAS IN SICHUAN ENVIRONMENTAL PROTECTION TECHNOLOGY COMPANY,Company,2,2012,2015,2,2317,"[47609378, 53144363]"
CHENZHOU JINGUI SILVER INDUSTRY COMPANY,Company,2,2019,2019,1,2318,"[68178865, 68220310]"
SHENZHEN SUOERSHI HEALTH TECHNOLOGY COMPANY,Company,2,2018,2018,1,2319,"[64153461, 66204186]"
SHENZHEN TAIMEIYA ELECTRONIC TECHNOLOGY COMPANY,Company,2,2018,2018,1,2320,"[64598138, 65707901]"
SHENZHEN SHIBOYUAN TECHNOLOGY COMPANY,Company,2,2019,2019,1,2321,"[70315851, 72466014]"
"SHENZHEN SMART ENERGY TECHNOLOGY CO., LTD.",Company,2,2022,2022,1,2322,"[84744738, 85585123]"
SHENZHEN RUN SUN CHEMICAL TECHNOLOGY COMPANY,Company,2,2015,2016,2,2323,"[55115828, 58599104]"
SHENZHEN S-KING GREEN TECHNOLOGY COMPANY,Company,2,2017,2022,1,2324,"[59609220, 85324296]"
NANTONG XINGQIU GRAPHITE EQUIPMENT COMPANY,Company,2,2015,2015,1,2325,"[54116133, 54313919]"
NANTONG DAHENG ENVIRONMENTAL ENGINEERING COMPANY,Company,2,2016,2016,1,2326,"[56448328, 58238225]"
"NANOPLUS LIFE BIOMEDICAL TECHNOLOGY CO., LTD.",Healthcare/Hospital,2,2022,2022,1,2327,"[88926203, 90822858]"
NANOTECHLAB,Company,2,2013,2013,1,2328,"[49955811, 49958156]"
SHENZHEN VSON TECHNOLOGY COMPANY,Company,2,2016,2016,1,2329,"[57591645, 57778673]"
"SHENZHEN WENSHI HYDROGEN ENERGY TECHNOLOGY CO., LTD.",Company,2,2022,2022,1,2330,"[86039660, 86668777]"
"CHI, SEI YOUNG",Individual,2,2011,2011,1,2331,"[46141548, 47883491]"
CHIKUMA TOICHI,Individual,2,2000,2000,3,2332,"[18708735, 26595974]"
"ELECTRIC POWER RESEARCH INSTITUTE, CHINA SOUTHERN POWER GRID CO., LTD.",Research Institution,2,2023,2023,1,2333,"[88988231, 88995570]"
NAN'AN JIANJIN INDUSTRIAL DESIGN COMPANY,Company,2,2018,2018,1,2334,"[62747914, 64676524]"
"NANDA PHOTOELECTRIC (ULANQAB) CO., LTD.",Company,2,2023,2023,1,2335,"[87913029, 91139809]"
"NAM, CHANG HO",Individual,2,2018,2021,1,2336,"[67997906, 77226416]"
NAKAMOTO YOSHINORI,Individual,2,2010,2016,2,2337,"[45795068, 58429787]"
NABORS ENERGY TRANSITION SOLUTIONS LLC,Company,2,2021,2021,3,2338,"[84102677, 84103552]"
NAGAI MASAYA,Individual,2,2002,2007,1,2339,"[31711523, 40784209]"
"Mitsubishi Power Americas, Inc.",Company,2,2021,2021,2,2340,"[83848786, 84192676]"
"SHENZHEN YUANDING INTELLIGENT INNOVATION CO., LTD.",Company,2,2022,2022,1,2341,"[85236538, 88376309]"
SHENZHEN XILINKE ELECTRONIC TECHNOLOGY COMPANY,Company,2,2017,2021,1,2342,"[64731275, 85313057]"
SHENZHEN XINYUECHENG TECHNOLOGY COMPANY,Company,2,2020,2020,1,2343,"[77311420, 77311455]"
NANJING BAIYUN CHEMICAL ENVIRONMENTAL MONITORING COMPANY,Company,2,2016,2016,1,2344,"[57343662, 58195542]"
NANJING COMMUNICATIONS INSTITUTE OF TECHNOLOGY,University,2,2017,2017,1,2345,"[59518515, 59518543]"
ELSON,Company,2,2008,2009,1,2346,"[41440980, 44107965]"
ELEKTRIKGREEN,Company,2,2019,2019,2,2347,"[75275259, 86383307]"
ELECTRIC POWER RESEARCH INSTITUTE OF STATE GRID FUJIAN ELECTRIC POWER COMPANY,Company,2,2022,2022,1,2348,"[84708281, 85579172]"
"SHIDAI QINGYUAN (SHENZHEN) TECHNOLOGY CO., LTD.",Company,2,2022,2022,1,2349,"[85333714, 87670966]"
SHIGA KINOSUI KENKYUSHO,Company,2,2009,2009,1,2350,"[42561619, 51407696]"
SHIANLIN HOLDING COMPANY,Company,2,2021,2021,1,2351,"[79453324, 83745980]"
SHENZHEN ZHENHUAFU ELECTRONIC COMPANY,Company,2,2010,2010,1,2352,"[42653619, 43328296]"
SHENZHEN ZHENYUAN ZEN CULTURE INDUSTRY COMPANY,Company,2,2017,2017,1,2353,"[60253188, 61385807]"
SHENZHEN ZHONGQING TECHNOLOGY COMPANY,Company,2,2020,2023,1,2354,"[76484585, 88870683]"
SHENZHEN YITENGDI NEW ENERGY COMPANY,Company,2,2017,2017,1,2355,"[62697998, 62953756]"
SHENZHEN YOUKELI BIOTECHNOLOGY COMPANY,Company,2,2020,2020,1,2356,"[72480402, 75494319]"
CHENGDU QINGRUN MEDICAL TECHNOLOGY COMPANY,Company,2,2019,2020,1,2357,"[70576119, 73984760]"
CHENGDU SCIENCE AND ENGINEERING UNIVERSITY,University,2,2022,2022,1,2358,"[81408983, 81901542]"
"CHENGDU SHUOTE TECHNOLOGY CO., LTD.",Company,2,2023,2023,1,2359,"[88139162, 88139288]"
CHENGDU JIUQI NEW MATERIAL TECHNOLOGY COMPANY,Company,2,2016,2016,1,2360,"[58322240, 58832560]"
"CHENGDU JUNA NEW MATERIAL TECHNOLOGY CO., LTD.",Company,2,2023,2023,1,2361,"[88782469, 89822159]"
CHENGDU GAOXIN WELDING AND CUTTING TECHNOLOGY COMPANY,Company,2,2017,2017,1,2362,"[59429351, 60371354]"
"CHENGDU HOUPU HYDROGEN ENERGY TECHNOLOGY CO., LTD.",Company,2,2023,2023,1,2363,"[89737688, 92878214]"
"CHENGDU JINGZHIYI TECHNOLOGY CO., LTD.",Company,2,2021,2022,2,2364,"[76512613, 83861051]"
MU RUILI,Individual,2,2000,2000,1,2365,"[4589664, 33610314]"
"MOUSSALLEM, IMAD",Individual,2,2013,2013,2,2366,"[52002932, 52282692]"
"MORSE, ARTHUR, P.",Individual,2,2005,2006,2,2367,"[37115469, 39050956]"
"MOSTERTZ, MATHIAS",Individual,2,2010,2010,1,2368,"[44168171, 44628370]"
"MORIARTY, DONALD",Individual,2,2008,2008,1,2369,"[41199736, 43900988]"
"MORIARTY, DONALD, E.",Individual,2,2008,2009,2,2370,"[41199736, 43900988]"
"MOON, JAE SAM",Individual,2,2011,2012,1,2371,"[46689027, 49221170]"
"MOON, JOSEPH, MICHAEL",Individual,2,2009,2009,3,2372,"[43496181, 43501554]"
SHILIN ELECTRIC MACHINE PLANT COMPANY,Company,2,2002,2002,1,2373,"[29256992, 29256993]"
"SHIJI QINGGU (SUZHOU) HEALTH TECHNOLOGY CO., LTD.",Healthcare/Hospital,2,2021,2021,1,2374,"[78684043, 80160988]"
CHENGDU UNIVERSITY OF TECHNOLOGY,University,2,2020,2021,1,2375,"[76256098, 79240111]"
"CHENGDU XINGCI TECHNOLOGY CO., LTD.",Company,2,2022,2022,1,2376,"[83186753, 83551848]"
CHENGDU XINGUANG MICROWAVE ENGINEERING COMPANY,Company,2,2023,2023,1,2377,"[89950430, 90044002]"
ENERPECTEC COMPANY,Company,2,2001,2001,1,2378,"[27696260, 27751748]"
ENAPTER S.R.L.,Company,2,2020,2021,1,2379,"[72749813, 77354020]"
"MURADOV, NAZIM",Individual,2,2006,2008,1,2380,"[46199589, 55275511]"
CHEN YOUXIAO,Individual,2,2009,2009,1,2381,"[40879090, 40923613]"
CHEN ZHENGUI,Individual,2,2016,2016,1,2382,"[56805180, 58560548]"
SHIROKOV-BRJUKHOV EVGENIJ FEDOROVICH,Individual,2,2005,2005,1,2383,"[37061049, 37061050]"
"SHINDO, YUICHIRO",Individual,2,2007,2007,2,2384,"[39690006, 39690007]"
"SHIN, IK JO",Individual,2,2012,2012,1,2385,"[50657564, 51123574]"
"SHIN, MAL SOON",Individual,2,2022,2023,1,2386,"[88290061, 92842233]"
"SHIMKO, MARTIN, A.",Individual,2,2003,2011,1,2387,"[32927537, 48192969]"
SHIMAMUNE TAKAYUKI,Individual,2,2002,2004,1,2388,"[32462614, 35468085]"
ENERGY CONVERSION DEVICES,Company,2,2000,2004,5,2389,"[24761550, 36206534]"
SHIYUTO SHINSUKE,Individual,2,2015,2015,2,2390,"[57582180, 57745549]"
CHENGDU AIOU NEW ENERGY TECHNOLOGY COMPANY,Company,2,2017,2017,1,2391,"[59615248, 60315192]"
CHENG TIANSHENG,Individual,2,2017,2017,1,2392,"[62575659, 64673165]"
CHENG YUENYU,Individual,2,2016,2016,1,2393,"[58147947, 58364968]"
CHEN ZHIYUE,Individual,2,2015,2015,1,2394,"[54896924, 54967245]"
CHEN ZHONG,Individual,2,2014,2014,1,2395,"[51304206, 52080950]"
CHEN YONG,Individual,2,2010,2012,2,2396,"[44600779, 47970844]"
CHANGZHOU LARGE INDUSTRY ENERGY SCIENCE AND TECHNOLOGY LIMITED COMPANY,Company,2,2021,2021,1,2397,"[80512615, 80512618]"
SICHUAN LONGRUI MICROELECTRONICS COMPANY,Company,2,2023,2023,1,2398,"[89950430, 90044002]"
"SICHUAN QINGYIN TECHNOLOGY CO., LTD.",Company,2,2023,2023,1,2399,"[87406038, 90631482]"
SICHUAN HUOLI HYDROGEN WATER PURIFICATION TECHNOLOGY COMPANY,Company,2,2020,2021,1,2400,"[74790210, 79124927]"
"MIYAKE, AOI",Individual,2,2009,2011,1,2401,"[42729815, 46875373]"
MIURA COMPANY,Company,2,2012,2022,5,2402,"[49524181, 87553286]"
EQUINOR ENERGY,Company,2,2021,2022,2,2403,"[77859894, 82705338]"
"ENVIRONMENT AND PLANT PROTECTION INSTITUTE, CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES",Research Institution,2,2023,2023,1,2404,"[91144796, 91461191]"
SHUANGDI,Company,2,2014,2014,1,2405,"[51328408, 51328511]"
"SHIUE, LIH-REN",Individual,2,2019,2021,1,2406,"[73551598, 82406075]"
SHIVONE RESOURCES,Company,2,2015,2015,1,2407,"[54376181, 55295380]"
SICHUAN WELDON CHEMICAL COMPANY,Company,2,2018,2018,1,2408,"[64843275, 67407305]"
"SICHUAN YALIAN HYDROGEN ENERGY TECHNOLOGY CO., LTD.",Company,2,2022,2023,1,2409,"[85688364, 89254856]"
CHEN DAPEI,Individual,2,2012,2012,1,2410,"[47611877, 48121135]"
CHEMERGY,Company,2,2012,2012,1,2411,"[59257151, 78467523]"
CHANGZHOU INSTITUTE OF MECHATRONIC TECHNOLOGY,University,2,2022,2023,1,2412,"[85016693, 90432630]"
MIYAZAWA HIROSHI,Individual,2,2000,2001,2,2413,"[18853320, 19102261]"
MIWA YUKO,Company,2,2019,2020,1,2414,"[73553177, 81853309]"
CHEN PEIAN,Individual,2,2016,2016,2,2415,"[55662803, 56187101]"
SICHUAN ENERGY INVESTMENT GROUP COMPANY,Company,2,2023,2023,1,2416,"[88224719, 88233675]"
"SICHUAN ENERGY INVESTMENT HYDROGEN ENERGY INDUSTRY INVESTMENT CO., LTD.",Company,2,2022,2022,1,2417,"[83035336, 83290107]"
SHUANGDUN ENVIRONMENT TECHNOLOGY COMPANY,Company,2,2017,2017,1,2418,"[62130975, 63227550]"
"SHUIMU MINGTUO HYDROGEN ENERGY TECHNOLOGY CO., LTD.",Company,2,2022,2023,1,2419,"[82573659, 90560371]"
SHUAIQI (SHANGHAI) NEW ENERGY TECHNOLOGY COMPANY,Company,2,2017,2017,1,2420,"[60557854, 60780643]"
"MOON, SANG BONG",Individual,2,2007,2009,2,2421,"[40718365, 43922259]"
MOGILEVSKIJ IGOR' NIKOLAEVICH,Individual,2,2005,2007,1,2422,"[38036640, 39745813]"
"MOGILEVSKY, IGOR NIKOLAEVICH",Individual,2,2003,2004,1,2423,"[32173546, 35783159]"
"MO, JIN HEE",Individual,2,2008,2008,1,2424,"[39770345, 40482473]"
"MO, SHIN YOUNG",Individual,2,2008,2008,1,2425,"[39770345, 40482473]"
"MOFAKHAMI, ARASH",Individual,2,2008,2011,2,2426,"[39672615, 44275684]"
"MLADENOVIC, DEJAN",Individual,2,2009,2014,2,2427,"[50896694, 50972517]"
MO BEN,Individual,2,2013,2013,1,2428,"[51050996, 53411334]"
MINDU INNOVATION LAB,Company,2,2023,2023,1,2429,"[86968284, 87325964]"
"MILLER, ALISTAIR, I.",Individual,2,2009,2009,3,2430,"[43527227, 43527228]"
"MILLS, RANDELL L.",Individual,2,2008,2011,2,2431,"[41168560, 45977041]"
MIDDLE-NORTH UNIVERSITY,University,2,2021,2022,1,2432,"[80455956, 80978628]"
MICROBENERGY,Company,2,2012,2012,3,2433,"[48803350, 50151057]"
