NUTS3;CODE
'DEE04';'39624'
'DED53';'04769'
'DE235';'93453'
'DE229';'94239'
'DE22A';'84359'
'DE22A';'84364'
'DEG0V';'98724'
'DE300';'12055'
'DE12C';'72186'
'DE143';'72351'
'DE128';'74918'
'DE137';'78573'
'DE128';'69253'
'DE128';'74909'
'DE112';'71126'
'DEA45';'32760'
'DE721';'35410'
'DE143';'72361'
'DEC03';'66589'
'DE26B';'97464'
'DE925';'31185'
'DEF0A';'24211'
'DE25A';'91465'
'DE11D';'73485'
'DE11C';'89561'
'DE277';'89437'
'DE278';'89364'
'DE278';'86381'
'DEF0D';'23818'
'DEG06';'37355'
'DE933';'21395'
'DE935';'21382'
'DE93A';'29587'
'DE266';'97631'
'DED21';'01219'
'DED21';'01277'
'DEA47';'33165'
'DE713';'63075'
'DEA1F';'47475'
'DEA26';'52351'
'DE134';'77787'
'DEB3C';'67157'
'DE949';'26903'
'DE94H';'26465'
'DEB3K';'66504'
'DEB17';'56323'
'DEA58';'58515'
'DEA33';'48159'
'DEB17';'56743'
'DE259';'91217'
'DE216';'83670'
'DE212';'80689'
'DE212';'80687'
'DE21B';'85411'
'DEE0C';'39418'
'DE246';'95494'
'DEG0K';'07389'
'DE80M';'19417'
'DE21J';'85290'
'DE21H';'82024'
'DE234';'92280'
'DE249';'95236'
'DEE0C';'06406'
'DE249';'95213'
'DEE0D';'39579'
'DE21B';'84104'
'DE249';'95152'
'DEE0C';'39217'
'DE21A';'85464'
'DE218';'85591'
'DE226';'93358'
'DE21K';'83620'
'DE80O';'19376'
'DE218';'85614'
'DE21N';'82398'
'DE245';'91332'
'DE275';'86577'
'DE21D';'82499'
'DE21C';'82239'
'DE934';'29485'
'DE217';'86567'
'DEE0C';'06467'
'DE804';'19061'
'DEE08';'06682'
'DEE02';'06118'
'DE80K';'18258'
'DE21K';'83543'
'DEA56';'58455'
'DEA2C';'53819'
'DEB1D';'56288'
'DE949';'49770'
'DE254';'90439'
'DEE07';'39359'
'DE21E';'86919'
'DE21D';'82449'
'DE254';'90403'
'DE21N';'82407'
'DE254';'90482'
'DEG0V';'96515'
'DEE09';'38828'
'DE254';'90473'
'DEG0V';'96524'
'DE257';'90542'
'DE21I';'86571'
'DE21I';'86561'
'DE219';'85117'
'DE248';'91286'
'DE13A';'79802'
'DE717';'64579'
'DEE01';'06847'
'DE80K';'18182'
'DE21G';'84428'
'DEG0M';'04610'
'DE227';'84092'
'DE21G';'84539'
'DED52';'04416'
'DE239';'92542'
'DE21M';'83250'
'DE21H';'85609'
'DE234';'92289'
'DE226';'93343'
'DE218';'85598'
'DE21F';'83734'
'DE21F';'83727'
'DED43';'09623'
'DED2F';'01776'
'DE80J';'17337'
'DE407';'03246'
'DED21';'01307'
'DE40B';'01987'
'DED21';'01328'
'DE40B';'03229'
'DED2C';'02991'
'DE40G';'03116'
'DE402';'03051'
'DE40C';'15898'
'DED43';'09569'
'DE229';'94269'
'DE300';'14163'
'DE300';'14169'
'DE228';'94113'
'DE300';'12049'
'DEF0E';'25581'
'DE21J';'85276'
'DE24B';'95365'
'DE21J';'85293'
'DEE08';'06647'
'DE212';'81377'
'DE212';'81541'
'DE71E';'61197'
'DE716';'64832'
'DE501';'28309'
'DE112';'71272'
'DEF05';'25704'
'DE138';'78476'
'DE40G';'03159'
'DE25B';'91154'
'DEE07';'39397'
'DE25C';'91790'
'DE245';'96196'
'DE21L';'82346'
'DE24C';'96260'
'DEG0U';'07429'
'DE259';'90537'
'DE21I';'86673'
'DE24A';'96328'
'DE24A';'96342'
'DE21J';'85302'
'DE236';'92361'
'DE136';'78087'
'DE126';'68159'
'DE128';'68789'
'DE716';'64390'
'DE137';'78607'
'DE137';'78554'
'DE711';'64283'
'DE712';'60596'
'DE501';'28717'
'DE712';'60313'
'DE137';'78588'
'DE721';'35418'
'DE278';'89367'
'DE935';'21386'
'DEF0A';'24256'
'DE935';'21357'
'DE256';'91634'
'DEF06';'21526'
'DEB17';'56637'
'DEA56';'58339'
'DEB23';'54597'
'DEB23';'54646'
'DEA26';'52353'
'DEA1F';'46519'
'DEA1D';'41516'
'DEA14';'47800'
'DEA1D';'40668'
'DEB21';'54295'
'DEA27';'50226'
'DEA34';'46348'
'DEA11';'40479'
'DEA11';'40477'
'DEC04';'66359'
'DE716';'64807'
'DE716';'64401'
'DE112';'75392'
'DEE07';'39343'
'DE212';'80335'
'DEE0C';'39443'
'DEE0D';'39576'
'DE939';'21635'
'DEE08';'06667'
'DE24D';'95100'
'DEE08';'06686'
'DE21K';'83109'
'DE24D';'95186'
'DE23A';'92703'
'DE227';'84030'
'DE227';'84088'
'DE21K';'83115'
'DEE05';'06766'
'DE80K';'18184'
'DE21G';'84419'
'DED52';'04442'
'DEE05';'06774'
'DE227';'84109'
'DE21G';'84573'
'DED45';'08066'
'DE22C';'84177'
'DE40E';'14823'
'DE22B';'94363'
'DED52';'04680'
'DED45';'09353'
'DED42';'08359'
'DE40D';'16816'
'DE40D';'16831'
'DE22B';'94374'
'DE224';'94505'
'DEA45';'32108'
'DE713';'63067'
'DEA45';'32758'
'DE128';'69256'
'DE721';'35469'
'DE716';'64354'
'DE12B';'75449'
'DE128';'69436'
'DE142';'72119'
'DE137';'78579'
'DE922';'27246'
'DE735';'34630'
'DE127';'74847'
'DE143';'72479'
'DE927';'31618'
'DE138';'78355'
'DE932';'21745'
'DE719';'63579'
'DE93B';'27337'
'DE22A';'94166'
'DED43';'04749'
'DE80J';'17089'
'DE600';'20457'
'DE11A';'74585'
'DE600';'21107'
'DE600';'20251'
'DE26C';'97199'
'DE933';'21272'
'DE600';'20537'
'DEF0B';'24220'
'DE600';'22393'
'DEF0F';'23858'
'DE914';'29365'
'DE916';'38640'
'DE712';'60599'
'DE736';'34497'
'DE12A';'75397'
'DE143';'72359'
'DE12B';'75443'
'DE724';'35274'
'DE716';'64823'
'DE143';'72406'
'DE719';'63452'
'DE143';'72379'
'DE71E';'63691'
'DE719';'63546'
'DEF05';'25724'
'DE719';'63526'
'DE716';'64850'
'DE719';'63517'
'DE142';'72144'
'DEF05';'25541'
'DE118';'74936'
'DE142';'72135'
'DE928';'31712'
'DE127';'74865'
'DE246';'95490'
'DE232';'93049'
'DE21M';'83377'
'DED52';'04821'
'DE80L';'18356'
'DE235';'93499'
'DED42';'09385'
'DEF02';'24149'
'DE27E';'87448'
'DE931';'29331'
'DE91B';'38279'
'DE268';'97359'
'DEG06';'37327'
'DE278';'86488'
'DE27E';'87493'
'DE91A';'38159'
'DE27C';'87746'
'DEF0F';'22969'
'DE935';'21447'
'DE256';'91589'
'DE93A';'29593'
'DE25A';'91477'
'DE27E';'87497'
'DE27C';'87754'
'DE914';'38530'
'DE11D';'73469'
'DE256';'91731'
'DE91B';'38312'
'DEF06';'23898'
'DEF0A';'24329'
'DE278';'86483'
'DE25A';'91413'
'DE916';'37444'
'DE27C';'87740'
'DEF02';'24105'
'DE93A';'29578'
'DE935';'21400'
'DE80O';'19258'
'DE914';'38547'
'DE276';'86465'
'DE277';'89443'
'DE25A';'91489'
'DE914';'38477'
'DE80J';'17255'
'DED43';'09648'
'DE40D';'16835'
'DE215';'83483'
'DED41';'09131'
'DED53';'04874'
'DE235';'93470'
'DED43';'04741'
'DE229';'94259'
'DE40A';'16515'
'DE258';'90574'
'DEE04';'38489'
'DE917';'38373'
'DE917';'38378'
'DE917';'38458'
'DE132';'79244'
'DE134';'77955'
'DE133';'79364'
'DE133';'79276'
'DEA15';'41179'
'DEC02';'66706'
'DEA1B';'47661'
'DEA27';'50181'
'DEA1F';'46487'
'DEA26';'52391'
'DEA1D';'41569'
'DEB21';'54290'
'DEA34';'48691'
'DEC04';'66809'
'DEB22';'54534'
'DEA23';'50859'
'DEA23';'50858'
'DEA11';'40595'
'DEA36';'46284'
'DEA23';'50969'
'DE408';'14712'
'DED44';'08648'
'DE214';'84567'
'DE40D';'16818'
'DE229';'94234'
'DE235';'93480'
'DED42';'09465'
'DE40H';'14947'
'DE229';'94253'
'DE22A';'94140'
'DED42';'09437'
'DE228';'94544'
'DE237';'92709'
'DE80K';'17168'
'DED45';'08107'
'DE401';'14772'
'DE939';'21682'
'DE27D';'86756'
'DE245';'96163'
'DE245';'96114'
'DE245';'96199'
'DE21E';'86928'
'DEE09';'38838'
'DE21N';'82405'
'DEF08';'23775'
'DE21I';'86676'
'DE148';'88263'
'DEF0B';'25585'
'DE148';'88361'
'DE733';'36275'
'DE939';'21723'
'DEF0C';'24878'
'DE939';'21644'
'DE116';'71566'
'DE234';'92271'
'DE234';'92272'
'DEE0B';'06259'
'DE24D';'95697'
'DEG0L';'07557'
'DEE0B';'06237'
'DE232';'93051'
'DE115';'70839'
'DE264';'63814'
'DE937';'27446'
'DE118';'74226'
'DE928';'31707'
'DE112';'71144'
'DEF07';'25876'
'DE734';'34311'
'DE113';'72667'
'DE269';'63933'
'DE928';'31702'
'DE141';'72800'
'DE141';'72585'
'DE264';'63872'
'DE264';'63846'
'DE141';'72661'
'DE735';'34281'
'DE141';'72581'
'DE227';'84032'
'DE23A';'95688'
'DE21K';'83544'
'DE80K';'18196'
'DEG0L';'07580'
'DE239';'92548'
'DEE01';'06844'
'DE922';'27232'
'DEF07';'25927'
'DEF07';'25836'
'DE716';'64372'
'DE137';'78595'
'DE12B';'75433'
'DE112';'71263'
'DE138';'78239'
'DE501';'28203'
'DE12B';'75446'
'DE932';'21775'
'DEA45';'32689'
'DE736';'35285'
'DE112';'71277'
'DE922';'27330'
'DEF07';'25889'
'DE71E';'63695'
'DE725';'36320'
'DEF0C';'24969'
'DE927';'31633'
'DEF05';'25729'
'DE264';'63773'
'DE112';'71069'
'DE112';'71106'
'DE264';'63791'
'DE112';'71063'
'DE116';'71332'
'DE113';'73230'
'DE933';'21436'
'DE118';'74832'
'DEF06';'23628'
'DEF06';'23881'
'DE276';'86399'
'DE406';'15711'
'DED21';'01217'
'DEA2C';'53797'
'DED42';'09548'
'DE300';'12047'
'DE222';'94032'
'DE21J';'85309'
'DE219';'85101'
'DE24B';'95367'
'DE236';'92345'
'DE21H';'82041'
'DEE03';'39130'
'DEE03';'39120'
'DE212';'80539'
'DE226';'84097'
'DEG02';'07551'
'DE21K';'83561'
'DE80K';'18273'
'DE237';'92660'
'DE237';'92699'
'DE21K';'83549'
'DE238';'93089'
'DE21K';'83229'
'DE238';'93090'
'DED44';'08258'
'DEE0E';'06785'
'DEE0E';'06869'
'DE238';'93179'
'DE21M';'83119'
'DEE0E';'06773'
'DE235';'93194'
'DE80L';'18337'
'DE21G';'84574'
'DEG0M';'04617'
'DE239';'92554'
'DED42';'08304'
'DED53';'04425'
'DE21G';'84570'
'DE214';'84518'
'DE21M';'83368'
'DE300';'10247'
'DED2F';'01774'
'DE300';'12527'
'DE406';'15732'
'DE80N';'17398'
'DE212';'80933'
'DE80M';'23992'
'DE21H';'82054'
'DEE08';'06632'
'DE246';'95517'
'DE237';'91281'
'DEE03';'39106'
'DE212';'81827'
'DE21F';'83626'
'DEG0J';'07619'
'DE80O';'19406'
'DE21B';'85416'
'DE21B';'85410'
'DE80K';'18211'
'DE40F';'16928'
'DE256';'91740'
'DEF08';'23617'
'DE115';'74369'
'DEB3B';'55288'
'DEA5A';'57250'
'DEB1B';'56477'
'DE949';'26871'
'DEB18';'56567'
'DEB3K';'66497'
'DEA37';'48341'
'DEB3K';'66501'
'DE136';'78120'
'DEB3C';'67251'
'DE235';'93455'
'DE21M';'83374'
'DE214';'84556'
'DE22C';'94436'
'DE80L';'18461'
'DE224';'94563'
'DE80L';'18442'
'DE215';'83435'
'DED41';'09114'
'DED43';'04736'
'DE80L';'18507'
'DE22A';'84385'
'DE247';'96476'
'DE25A';'91469'
'DE245';'96169'
'DE276';'86356'
'DE276';'86707'
'DE25C';'91801'
'DE914';'38465'
'DE934';'29490'
'DE917';'38376'
'DE275';'86444'
'DE245';'96175'
'DE271';'86161'
'DE934';'29481'
'DE917';'38459'
'DE25B';'91186'
'DE116';'73663'
'DE735';'34593'
'DE26A';'97816'
'DEF09';'25371'
'DE148';'88284'
'DEF0E';'25368'
'DE148';'88212'
'DE26A';'97785'
'DE929';'30952'
'DE737';'37235'
'DE300';'12351'
'DEG0K';'07924'
'DE218';'85652'
'DE80K';'18246'
'DEG0J';'07607'
'DE238';'93152'
'DEA54';'59063'
'DE132';'79249'
'DE131';'79098'
'DEA23';'50937'
'DEA23';'50997'
'DEA1C';'40724'
'DEA23';'50668'
'DEA13';'45141'
'DEA13';'45327'
'DEC06';'66649'
'DEA58';'58513'
'DE132';'79426'
'DE134';'77977'
'DEA58';'58708'
'DE134';'77966'
'DEA38';'48351'
'DEA59';'57462'
'DE139';'79669'
'DE27D';'86754'
'DE256';'90599'
'DE256';'91580'
'DE27D';'86609'
'DE93A';'29562'
'DE258';'91452'
'DE276';'86477'
'DE914';'38468'
'DE265';'97688'
'DEF0D';'24629'
'DE600';'20149'
'DE931';'29223'
'DE91A';'31249'
'DE26C';'97239'
'DE600';'21037'
'DEF0A';'24637'
'DEG0R';'36457'
'DE91C';'37539'
'DEF0A';'24601'
'DE916';'38729'
'DE27E';'87527'
'DE600';'21029'
'DEF0D';'24628'
'DE146';'88459'
'DE600';'22149'
'DED21';'01279'
'DE40B';'01998'
'DE406';'15868'
'DE40G';'03130'
'DED2D';'02730'
'DE12A';'75337'
'DE717';'65479'
'DE136';'78183'
'DE128';'68766'
'DE715';'68519'
'DE128';'69493'
'DE724';'35041'
'DE238';'93096'
'DE238';'93093'
'DED44';'08645'
'DED45';'08428'
'DED44';'08248'
'DED51';'04288'
'DE943';'26133'
'DE124';'76467'
'DEB3I';'67136'
'DE94E';'49152'
'DEA42';'33397'
'DEB3J';'55278'
'DE122';'76149'
'DE13A';'79879'
'DEA13';'45277'
'DEA22';'53127'
'DEA36';'45770'
'DEA33';'48163'
'DEA52';'44309'
'DEA35';'59387'
'DEB3G';'67753'
'DE249';'95145'
'DED44';'08538'
'DE237';'92700'
'DE80O';'19386'
'DE226';'93352'
'DE803';'18109'
'DE24D';'95199'
'DE227';'84061'
'DED44';'08529'
'DE408';'14621'
'DED42';'09488'
'DE404';'14471'
'DE115';'71696'
'DE725';'36304'
'DE118';'74235'
'DEA44';'37688'
'DE141';'72829'
'DE264';'63828'
'DE914';'38476'
'DE25C';'91741'
'DE25C';'91720'
'DE247';'96479'
'DE25C';'91799'
'DE247';'96482'
'DE245';'96149'
'DE247';'96269'
'DEE09';'38822'
'DE21E';'86974'
'DE245';'96129'
'DE254';'90453'
'DE257';'91088'
'DE254';'90402'
'DE25B';'91161'
'DE237';'92648'
'DE238';'93104'
'DED44';'08496'
'DE22C';'84152'
'DEE0E';'06886'
'DED52';'04654'
'DEF07';'25884'
'DE149';'88634'
'DE725';'36326'
'DE111';'70192'
'DEE0C';'06429'
'DEE0C';'39218'
'DE246';'95482'
'DEA34';'46397'
'DEA12';'47199'
'DEA12';'47198'
'DEA1D';'41542'
'DEB22';'54531'
'DEA11';'40476'
'DEB25';'54346'
'DEA1C';'40878'
'DEA1C';'40822'
'DEB24';'56769'
'DEA1C';'42781'
'DEA22';'53117'
'DE134';'77887'
'DEB3J';'55271'
'DE94D';'26197'
'DE13A';'79761'
'DE723';'35799'
'DE124';'76470'
'DEB3E';'76751'
'DE714';'65191'
'DE135';'77761'
'DE13A';'79793'
'DEF06';'21514'
'DE277';'86637'
'DE256';'91595'
'DE27B';'87666'
'DE256';'91746'
'DEB3K';'66976'
'DE94E';'49626'
'DE139';'79539'
'DEB14';'67829'
'DE132';'79268'
'DE132';'79288'
'DEB13';'51598'
'DE132';'79294'
'DE40E';'14797'
'DE249';'95197'
'DE21B';'85399'
'DEE0C';'39240'
'DEB3I';'67112'
'DEA16';'45403'
'DEA1C';'40832'
'DE239';'92557'
'DE214';'84550'
'DE27C';'86842'
'DE24B';'95355'
'DE80O';'19079'
'DE133';'79348'
'DE94E';'49594'
'DEB3D';'67725'
'DE946';'26160'
'DEA5B';'59510'
'DEA5A';'57290'
'DEA17';'46149'
'DEA1C';'40789'
'DE212';'81825'
'DE249';'95239'
'DEE06';'39245'
'DEE05';'06386'
'DE27B';'87494'
'DE27B';'87674'
'DEG0C';'99887'
'DE91B';'38321'
'DEA32';'45888'
'DEA51';'44795'
'DEB1D';'55469'
'DEB18';'56579'
'DE947';'26629'
'DE113';'73733'
'DEF0C';'24861'
'DE269';'63928'
'DE127';'74706'
'DE269';'97901'
'DEF0C';'24848'
'DE926';'37699'
'DE116';'73630'
'DEF01';'24937'
'DEA29';'41812'
'DEC02';'66663'
'DEB24';'54568'
'DEA27';'50171'
'DEB23';'54662'
'DE933';'21445'
'DEF02';'24159'
'DEF0F';'23863'
'DE933';'21441'
'DE931';'29342'
'DE27C';'87751'
'DE13A';'79771'
'DE12C';'72290'
'DE722';'35768'
'DE718';'61279'
'DEF0B';'24800'
'DE929';'31832'
'DE116';'71549'
'DE26A';'97892'
'DEF0B';'24811'
'DEF0E';'25597'
'DE933';'21258'
'DEF0B';'24813'
'DEB1C';'56766'
'DEA34';'48734'
'DEA23';'50999'
'DEC03';'66557'
'DEA1C';'42551'
'DEA22';'53123'
'DEA19';'42655'
'DE132';'79235'
'DE133';'79361'
'DEB11';'56068'
'DEB1D';'55432'
'DEB3K';'67714'
'DEB1B';'56203'
'DE219';'85072'
'DE24C';'96272'
'DEG0A';'06577'
'DE24A';'96277'
'DE248';'91367'
'DE21N';'82392'
'DE804';'19057'
'DEA52';'44143'
'DEB3K';'66917'
'DEB3K';'66506'
'DEA5C';'58239'
'DEB17';'56321'
'DE300';'12357'
'DE116';'73667'
'DE732';'36151'
'DEF0B';'24784'
'DE133';'79312'
'DEB1B';'57645'
'DEB13';'57584'
'DEB3F';'67681'
'DE94E';'49565'
'DE94E';'49635'
'DE71D';'65321'
'DE139';'79694'
'DE13A';'79682'
'DE944';'49090'
'DE723';'65599'
'DE945';'26389'
'DEA1A';'42399'
'DEA35';'48301'
'DEB12';'56656'
'DE227';'84100'
'DE23A';'95671'
'DE22C';'84183'
'DEG0M';'04600'
'DE22B';'94369'
'DE22B';'94339'
'DE21M';'83339'
'DE235';'93489'
'DE80J';'17139'
'DE22B';'94360'
'DED42';'08280'
'DE224';'94569'
'DE215';'83451'
'DED41';'09119'
'DE224';'94554'
'DED42';'09477'
'DE224';'94560'
'DED41';'09123'
'DE215';'83404'
'DE224';'94539'
'DE80N';'17121'
'DED42';'09471'
'DE40A';'16798'
'DED42';'09432'
'DE224';'94530'
'DE224';'94508'
'DE228';'94575'
'DE228';'94060'
'DED42';'09526'
'DE300';'13627'
'DE300';'12205'
'DE300';'14197'
'DE142';'72149'
'DED44';'08223'
'DE26A';'97859'
'DEF0C';'24817'
'DE25A';'91480'
'DE25A';'90619'
'DE25A';'91486'
'DEF08';'23730'
'DE228';'94154'
'DE300';'10785'
'DE300';'10967'
'DE211';'85055'
'DE259';'91247'
'DE80O';'19067'
'DE212';'80686'
'DE212';'80637'
'DEA2B';'51465'
'DE949';'49744'
'DE949';'49762'
'DEA18';'42859'
'DEA2B';'51491'
'DE925';'31093'
'DE925';'31094'
'DEE0E';'06791'
'DEF03';'23539'
'DE600';'20038'
'DE409';'15372'
'DE134';'77944'
'DE245';'96173'
'DE27B';'87642'
'DE245';'96148'
'DEG0E';'98673'
'DE276';'86695'
'DEG0A';'99718'
'DE257';'91325'
'DE917';'38368'
'DE21E';'86492'
'DE21N';'82383'
'DE247';'96472'
'DEG01';'99089'
'DE275';'86573'
'DEB3B';'67575'
'DEA41';'33649'
'DE212';'80935'
'DEG03';'07749'
'DE212';'81671'
'DE21F';'83624'
'DEA55';'44627'
'DEA42';'33335'
'DEA41';'33619'
'DEA41';'33615'
'DE922';'49419'
'DE716';'64347'
'DE722';'35582'
'DE502';'27576'
'DE12A';'75385'
'DE139';'79513'
'DE139';'79683'
'DE139';'79691'
'DE139';'79697'
'DE139';'79699'
'DE215';'83489'
'DE218';'83565'
'DE917';'38388'
'DE71B';'64743'
'DE911';'38023'
'DEG0T';'98704'
'DEG0U';'07334'
'DE216';'82444'
'DE21I';'86579'
'DED45';'08115'
'DED45';'08147'
'DE212';'81829'
'DE249';'95180'
'DE231';'92224'
'DE226';'93346'
'DE23A';'95505'
'DEE0B';'06242'
'DE249';'95126'
'DE24D';'95709'
'DE238';'93183'
'DE238';'93182'
'DE21D';'82490'
'DE254';'90469'
'DE254';'90491'
'DE21E';'82211'
'DE21C';'82296'
'DEG0U';'07318'
'DE80O';'19294'
'DEG0G';'99444'
'DE259';'90559'
'DEG0D';'99636'
'DE246';'91278'
'DEF09';'25365'
'DE145';'89619'
'DE732';'36100'
'DE146';'88441'
'DE929';'30853'
'DE26C';'97295'
'DE11D';'73525'
'DE11B';'97999'
'DE26C';'97271'
'DEE0C';'39439'
'DE24B';'95362'
'DE80O';'19412'
'DEE03';'39128'
'DEG03';'07747'
'DE212';'81673'
'DE236';'92331'
'DE21H';'85630'
'DE249';'95189'
'DE21C';'82276'
'DE254';'90480'
'DE219';'85135'
'DE24C';'96264'
'DE219';'85137'
'DE25B';'91171'
'DE236';'92342'
'DE21C';'82223'
'DE271';'86156'
'DE944';'49084'
'DE134';'77784'
'DE71D';'65344'
'DEB3C';'67147'
'DE94E';'49163'
'DEB3C';'67149'
'DEA42';'33829'
'DEB3I';'67134'
'DEB35';'55131'
'DEB3I';'67259'
'DEE0E';'06772'
'DEG0M';'04639'
'DED51';'04275'
'DE258';'90579'
'DE25C';'91757'
'DE257';'91097'
'DE27D';'86700'
'DEE09';'38889'
'DE934';'29465'
'DEF07';'25938'
'DE923';'31020'
'DE734';'34260'
'DE734';'34359'
'DEF0C';'24882'
'DE26A';'97842'
'DE235';'93458'
'DE600';'22399'
'DE931';'29227'
'DEF0B';'24119'
'DE27C';'87763'
'DE93A';'29565'
'DEG0R';'99817'
'DEB1A';'56340'
'DEB13';'57589'
'DE217';'85247'
'DEG0G';'99441'
'DEA2D';'52074'
'DEA29';'52511'
'DEA1B';'47647'
'DEA28';'53937'
'DEB24';'54584'
'DEB25';'54459'
'DEA1F';'46562'
'DEA1F';'47443'
'DEA11';'40239'
'DEC02';'66687'
'DEA31';'46244'
'DEA17';'46047'
'DEG0Q';'98590'
'DE27C';'87766'
'DE27E';'87545'
'DEF06';'21521'
'DE277';'89423'
'DE273';'87435'
'DEG09';'99986'
'DE256';'91578'
'DEF0F';'22964'
'DE278';'89356'
'DE139';'79591'
'DE922';'49356'
'DE722';'35619'
'DEB3J';'67583'
'DE717';'65474'
'DE113';'73274'
'DE734';'34376'
'DE732';'36103'
'DE141';'72537'
'DE735';'34326'
'DE26A';'97855'
'DE926';'37632'
'DEF0B';'24816'
'DEB3B';'55291'
'DE132';'79871'
'DE722';'35686'
'DE12C';'72270'
'DE928';'31691'
'DE261';'63801'
'DE71E';'63699'
'DE141';'72124'
'DE928';'31749'
'DE138';'78479'
'DE127';'74722'
'DE734';'34289'
'DE237';'92720'
'DE80K';'18276'
'DE238';'93080'
'DE238';'93128'
'DEG02';'07552'
'DE239';'93158'
'DE21A';'84416'
'DE21A';'84439'
'DEG02';'07546'
'DE213';'83022'
'DE227';'84051'
'DEE01';'06849'
'DED51';'04178'
'DEG0M';'04613'
'DE21G';'83555'
'DE21K';'83129'
'DED45';'08427'
'DED51';'04229'
'DED51';'04155'
'DE238';'93099'
'DED51';'04103'
'DE21G';'84494'
'DE80O';'19249'
'DE245';'96155'
'DE731';'34119'
'DE926';'37627'
'DE300';'13593'
'DE300';'13589'
'DE80L';'18556'
'DE229';'94258'
'DE300';'14050'
'DE26B';'97505'
'DE256';'91541'
'DE600';'21033'
'DE931';'29348'
'DE27C';'87748'
'DE279';'89299'
'DEG0L';'07937'
'DE244';'95028'
'DE249';'95194'
'DE237';'92665'
'DE239';'93142'
'DE21K';'83135'
'DE21G';'83562'
'DE21K';'83071'
'DE227';'84181'
'DE21G';'84437'
'DE239';'92555'
'DE228';'94167'
'DE40A';'16547'
'DE300';'14057'
'DE40A';'16548'
'DE300';'12169'
'DE300';'12159'
'DE300';'13347'
'DE300';'10115'
'DE141';'88529'
'DEF0E';'25348'
'DE141';'72582'
'DEA2C';'53809'
'DEB18';'56588'
'DEB3F';'66892'
'DE947';'26607'
'DE21M';'83224'
'DE21G';'84562'
'DE80L';'18375'
'DED45';'08134'
'DE214';'84577'
'DED45';'09356'
'DE22B';'94372'
'DE22A';'84552'
'DE22B';'94366'
'DED53';'04889'
'DE22A';'84378'
'DE215';'83416'
'DED43';'04746'
'DE27B';'87484'
'DE25A';'91474'
'DE277';'86657'
'DE934';'29439'
'DE71C';'63303'
'DE143';'72417'
'DEF07';'25840'
'DE142';'72810'
'DE735';'34596'
'DE125';'69120'
'DE71E';'35516'
'DE137';'78665'
'DE128';'69234'
'DE143';'72356'
'DE137';'78604'
'DE12B';'75223'
'DE927';'31600'
'DEA46';'32427'
'DE137';'78570'
'DE127';'74867'
'DE719';'63505'
'DEA45';'32683'
'DE127';'69427'
'DEF0C';'24980'
'DE264';'63867'
'DE932';'21787'
'DE235';'93191'
'DED45';'08056'
'DE237';'92693'
'DE21M';'83308'
'DE235';'93488'
'DE235';'93413'
'DE935';'21369'
'DE914';'38473'
'DE258';'90617'
'DE91A';'38176'
'DE914';'38539'
'DE25A';'91613'
'DE26B';'97499'
'DE914';'29369'
'DE277';'89435'
'DEG07';'99759'
'DE224';'94533'
'DE80J';'17217'
'DE408';'14612'
'DE235';'93492'
'DE22B';'94359'
'DED45';'09355'
'DE22A';'84307'
'DE218';'85665'
'DE21B';'85419'
'DE80L';'18317'
'DE408';'14641'
'DE22C';'94405'
'DE22C';'94428'
'DED42';'08297'
'DE22B';'94553'
'DE259';'91284'
'DE21H';'82031'
'DE212';'80339'
'DE24B';'95499'
'DE40F';'19357'
'DE234';'92262'
'DE212';'80331'
'DE24B';'95352'
'DE212';'81679'
'DEE03';'39104'
'DEG0T';'99310'
'DE255';'91126'
'DE934';'29468'
'DED51';'04205'
'DED44';'08468'
'DE239';'92545'
'DE21K';'83125'
'DE112';'71116'
'DE138';'78269'
'DE137';'78603'
'DEF07';'25852'
'DEA45';'32805'
'DE71B';'64753'
'DE138';'78333'
'DE142';'72070'
'DE927';'31621'
'DE142';'72072'
'DE725';'35329'
'DE143';'72393'
'DE142';'72074'
'DE719';'63594'
'DE928';'31711'
'DE927';'31608'
'DE127';'74855'
'DE127';'74838'
'DE141';'72141'
'DE111';'70199'
'DE929';'30989'
'DE939';'21641'
'DE732';'36148'
'DE406';'15926'
'DE80L';'18609'
'DE300';'12526'
'DE405';'16359'
'DE225';'94158'
'DE80N';'17358'
'DE40C';'15890'
'DED2D';'02788'
'DED2D';'02929'
'DE219';'85139'
'DE217';'85238'
'DE246';'91287'
'DEE0D';'39615'
'DE24B';'95364'
'DE212';'80796'
'DE40H';'14943'
'DE300';'13591'
'DE229';'94252'
'DE212';'80805'
'DE246';'95497'
'DEG0K';'07907'
'DE139';'79576'
'DEB3K';'66969'
'DEB1A';'56112'
'DE94C';'26849'
'DEA33';'48165'
'DE948';'49696'
'DE948';'49688'
'DE94C';'26802'
'DE949';'49809'
'DEB18';'53578'
'DEA2A';'51766'
'DEA52';'44369'
'DEA37';'48431'
'DEA32';'45891'
'DE94B';'48531'
'DEA2C';'53844'
'DEA22';'53111'
'DEA56';'45549'
'DEA36';'45665'
'DEB17';'56736'
'DEA36';'45711'
'DE27B';'87650'
'DE245';'96132'
'DE276';'86450'
'DE911';'38126'
'DE267';'97475'
'DE21D';'82491'
'DE24C';'96215'
'DEE0A';'06537'
'DEF01';'24943'
'DE732';'36119'
'DEF0E';'25361'
'DE225';'94566'
'DE300';'10963'
'DE300';'12349'
'DE300';'10997'
'DE300';'10409'
'DE922';'49406'
