NUTS3;CODE
'DEA1C';'42553'
'DEA32';'45881'
'DEF09';'22880'
'DE26A';'97857'
'DE933';'21279'
'DE26A';'97225'
'DE21A';'85465'
'DED44';'08539'
'DE239';'93133'
'DEG0L';'07950'
'DE249';'95111'
'DEE06';'39307'
'DE80K';'18107'
'DE227';'84172'
'DE24D';'95707'
'DED44';'08626'
'DE23A';'95689'
'DE21K';'83101'
'DE237';'92712'
'DE221';'84028'
'DE91C';'37079'
'DE732';'36163'
'DE11A';'74575'
'DE948';'26683'
'DE133';'79362'
'DE11D';'73574'
'DE600';'22607'
'DE26C';'97209'
'DEF0B';'24631'
'DE600';'22767'
'DEF0B';'24251'
'DE600';'20144'
'DE138';'78359'
'DE736';'34474'
'DEF05';'25792'
'DE127';'74858'
'DEF07';'25926'
'DE736';'34549'
'DE143';'72458'
'DE127';'69437'
'DE261';'63741'
'DE111';'70565'
'DE117';'74081'
'DE269';'63834'
'DE93B';'27313'
'DE115';'71638'
'DEF07';'25850'
'DE269';'63863'
'DEF05';'25721'
'DE113';'72655'
'DEF0E';'25576'
'DE735';'34626'
'DE116';'71394'
'DEF0B';'25557'
'DE116';'71546'
'DEF0E';'25599'
'DE119';'74613'
'DEA53';'58099'
'DEA5C';'44534'
'DEA2A';'51645'
'DE94H';'26489'
'DEA52';'44267'
'DE256';'91614'
'DEG0R';'99842'
'DEG0Q';'98631'
'DEF06';'22929'
'DE718';'61440'
'DEF07';'25859'
'DEA46';'32312'
'DE712';'65936'
'DEA58';'58849'
'DEB1A';'56346'
'DE134';'77933'
'DE134';'77694'
'DEA37';'49492'
'DEB14';'55545'
'DE139';'79688'
'DEB1A';'65558'
'DE94A';'26340'
'DEB3H';'76887'
'DEB3D';'67729'
'DEB3J';'55457'
'DEA59';'57399'
'DE94E';'49134'
'DEA38';'59269'
'DE124';'77839'
'DEB33';'76829'
'DE132';'79271'
'DE723';'65549'
'DE71D';'65343'
'DE13A';'79875'
'DE127';'74747'
'DE733';'36286'
'DE929';'30926'
'DE114';'73095'
'DEB14';'55566'
'DEA29';'52531'
'DEA1B';'47626'
'DE931';'29303'
'DEF0B';'24363'
'DE114';'73111'
'DE733';'36217'
'DEF09';'25474'
'DE938';'29646'
'DE27A';'88171'
'DE733';'36214'
'DE11D';'73560'
'DE732';'36115'
'DE11D';'73579'
'DE733';'36266'
'DE11A';'74592'
'DE146';'88477'
'DE600';'22765'
'DEB3H';'76863'
'DE714';'65197'
'DE722';'35745'
'DEB3B';'67596'
'DE714';'65193'
'DEB3C';'67246'
'DEB3J';'55294'
'DE135';'78730'
'DEB3E';'67368'
'DEB3E';'67360'
'DEA42';'33330'
'DEA42';'33824'
'DE722';'35606'
'DEB3F';'67678'
'DEB1B';'56424'
'DEB3D';'67727'
'DE131';'79110'
'DE948';'49632'
'DEB1A';'56368'
'DE13A';'79713'
'DEA55';'44652'
'DEA41';'33729'
'DE12A';'72227'
'DEF07';'25849'
'DE711';'64285'
'DEA45';'33818'
'DE712';'60435'
'DE736';'35119'
'DE118';'74196'
'DE113';'73257'
'DE735';'34295'
'DE939';'21717'
'DE734';'34393'
'DEF0C';'24855'
'DE113';'73779'
'DE26A';'97843'
'DE113';'73268'
'DE935';'21397'
'DE911';'38106'
'DE25A';'90616'
'DE27D';'86660'
'DEG0C';'99897'
'DEF08';'23629'
'DE27B';'86860'
'DE25C';'91710'
'DE939';'21727'
'DE141';'72818'
'DEF0C';'25879'
'DE264';'63829'
'DE149';'72513'
'DE147';'88697'
'DE228';'94094'
'DED2E';'01587'
'DE407';'04924'
'DE80N';'17126'
'DE40H';'15838'
'DEC05';'66440'
'DEC05';'66450'
'DEB1C';'56865'
'DEA51';'44805'
'DEB1D';'56290'
'DEB3G';'66909'
'DE724';'35719'
'DE136';'78050'
'DE135';'78737'
'DEA57';'59955'
'DE712';'65931'
'DE123';'68753'
'DE722';'35625'
'DEA43';'32130'
'DE128';'68549'
'DE718';'61449'
'DE932';'27476'
'DEA42';'33758'
'DE716';'64404'
'DE123';'76694'
'DEA43';'32584'
'DE129';'75172'
'DE721';'35396'
'DE941';'27755'
'DEA45';'32832'
'DE932';'21776'
'DE128';'69251'
'DEA45';'33189'
'DE137';'78586'
'DE715';'64689'
'DE268';'97334'
'DE256';'91607'
'DE265';'97517'
'DE931';'29359'
'DE262';'97421'
'DEG09';'99988'
'DE11D';'73495'
'DE11A';'74547'
'DE918';'37186'
'DE929';'30459'
'DED43';'09619'
'DE300';'13156'
'DE300';'12355'
'DE228';'94136'
'DED2F';'01705'
'DE405';'16247'
'DE406';'15910'
'DE406';'15907'
'DED21';'01465'
'DE80N';'17429'
'DE40C';'15848'
'DE80N';'17419'
'DED2C';'02997'
'DE276';'86500'
'DE91B';'38327'
'DE267';'96151'
'DEG07';'99734'
'DE27B';'86807'
'DE27B';'87677'
'DE914';'38479'
'DE913';'38448'
'DE21E';'86920'
'DE276';'86456'
'DE256';'91564'
'DE276';'86391'
'DEG0E';'98667'
'DE21N';'86956'
'DE257';'91080'
'DEB3F';'67737'
'DE11D';'73497'
'DEF0A';'24306'
'DE935';'21339'
'DE914';'38543'
'DE27B';'87671'
'DE914';'29367'
'DE912';'38239'
'DE277';'89426'
'DEG0R';'99846'
'DE256';'91611'
'DE931';'29229'
'DEF0B';'24161'
'DE600';'22391'
'DE279';'89291'
'DE266';'97724'
'DEF02';'24147'
'DE262';'97424'
'DEA14';'47804'
'DEA14';'47829'
'DEB22';'54533'
'DEC04';'66763'
'DEA23';'50767'
'DEB12';'53518'
'DEC01';'66128'
'DEA23';'50677'
'DEA13';'45147'
'DEA1C';'42489'
'DEA24';'51375'
'DEB22';'54411'
'DEA57';'59872'
'DEB3H';'67483'
'DE267';'97437'
'DEA42';'33333'
'DE135';'78655'
'DE71A';'65812'
'DE733';'36179'
'DEF0E';'25579'
'DE929';'30163'
'DE114';'73072'
'DE732';'36145'
'DEF0C';'24409'
'DE925';'31180'
'DE265';'97779'
'DEF0B';'24241'
'DE938';'29633'
'DE600';'20459'
'DE600';'20148'
'DE737';'37293'
'DE145';'89177'
'DE600';'22309'
'DE279';'89257'
'DE27E';'87452'
'DEF0D';'24619'
'DE27C';'87789'
'DE11D';'73488'
'DEG0Q';'98617'
'DE256';'91637'
'DE91A';'31224'
'DEF0F';'23845'
'DE27C';'87736'
'DE278';'86519'
'DE273';'87437'
'DEB1C';'56826'
'DEB12';'53501'
'DEA1C';'42549'
'DEB1C';'56864'
'DEA36';'45768'
'DE132';'79258'
'DEB3G';'67752'
'DEA58';'58511'
'DEB3J';'55422'
'DEB14';'55442'
'DE133';'79353'
'DEA58';'58553'
'DEB18';'56564'
'DEA53';'58095'
'DEB14';'55618'
'DEA53';'58119'
'DEB1D';'55499'
'DEA5C';'59368'
'DEB13';'57638'
'DEA37';'48369'
'DEA13';'45289'
'DEC03';'66583'
'DEA22';'53227'
'DEA1A';'42109'
'DE24A';'96361'
'DEB24';'56767'
'DEA13';'45133'
'DEA23';'50678'
'DEC06';'66625'
'DE949';'49767'
'DE124';'76596'
'DE722';'35586'
'DEA43';'32289'
'DE718';'61476'
'DE717';'64572'
'DE126';'68219'
'DE71A';'65824'
'DE21G';'84453'
'DEA5A';'57319'
'DEB35';'55129'
'DE132';'79877'
'DE136';'78112'
'DEB3E';'76771'
'DE94D';'27793'
'DE122';'76135'
'DE123';'76706'
'DE139';'79695'
'DE71D';'65366'
'DE13A';'79736'
'DE134';'77770'
'DEB3B';'55599'
'DE71D';'65329'
'DEB3C';'67317'
'DE723';'65555'
'DEA33';'48149'
'DE949';'26901'
'DEA33';'48153'
'DEA37';'49509'
'DE139';'79599'
'DEA37';'49477'
'DEB3F';'67735'
'DEB32';'67659'
'DEB1B';'56235'
'DEA52';'44227'
'DE225';'94556'
'DE405';'16341'
'DE300';'12619'
'DE228';'94164'
'DE409';'16259'
'DE40G';'03058'
'DE409';'15328'
'DED2D';'02748'
'DEA1E';'41379'
'DEA2D';'52062'
'DEA59';'57489'
'DEB15';'55777'
'DEA36';'45731'
'DEB1D';'56283'
'DEB3G';'66887'
'DEA2A';'51643'
'DEA2A';'51545'
'DEB14';'55627'
'DEC05';'66386'
'DEA35';'48249'
'DEA55';'44653'
'DEA37';'48629'
'DEA1A';'42285'
'DEE08';'06642'
'DE216';'82544'
'DE212';'80997'
'DE21H';'82065'
'DE24A';'96365'
'DEE0A';'06311'
'DEE0D';'39606'
'DE246';'95511'
'DE212';'81476'
'DE246';'91289'
'DE212';'80798'
'DE246';'95493'
'DE24D';'95163'
'DE246';'95485'
'DE218';'85625'
'DE249';'95183'
'DE238';'93164'
'DE25C';'91796'
'DE254';'90408'
'DE247';'96242'
'DE247';'96279'
'DEE04';'39638'
'DE21I';'86668'
'DE21D';'82439'
'DE219';'85122'
'DE11B';'97947'
'DE148';'88267'
'DE933';'21244'
'DE912';'38259'
'DEB3E';'76870'
'DE124';'77830'
'DE134';'77793'
'DEB3J';'55268'
'DE71D';'65527'
'DE714';'65207'
'DEF07';'25980'
'DE935';'21403'
'DE27B';'87459'
'DE27B';'87657'
'DE93A';'29549'
'DE122';'76185'
'DE71A';'65439'
'DE717';'64560'
'DEB34';'67063'
'DE134';'77948'
'DEB1B';'56414'
'DEB3B';'55597'
'DE132';'79252'
'DE94A';'26452'
'DEA5A';'57076'
'DE949';'49733'
'DEB12';'53426'
'DEA51';'44869'
'DEA22';'53179'
'DE949';'26906'
'DE94C';'26844'
'DE25B';'91180'
'DEE09';'06485'
'DEE09';'38829'
'DE21D';'82445'
'DE245';'96187'
'DE21N';'86978'
'DE21D';'82467'
'DE271';'86153'
'DE80M';'23942'
'DE21E';'86935'
'DEG0D';'99195'
'DE275';'82297'
'DE138';'78351'
'DE115';'74372'
'DE127';'69439'
'DE111';'70569'
'DE115';'74391'
'DE939';'21720'
'DE114';'73035'
'DE26C';'97277'
'DEF0B';'24357'
'DEG0U';'07338'
'DE21H';'82069'
'DE804';'19055'
'DE21J';'85107'
'DE211';'85053'
'DE929';'30173'
'DE933';'21261'
'DE11D';'73568'
'DE145';'89608'
'DE114';'73329'
'DE11B';'97957'
'DE929';'30539'
'DE26C';'97234'
'DE27A';'88161'
'DE265';'97727'
'DE145';'89194'
'DE931';'29320'
'DE279';'89250'
'DE600';'22339'
'DE146';'88486'
'DE268';'97318'
'DE25A';'91605'
'DE91A';'38268'
'DEG0Q';'98574'
'DE248';'91327'
'DE211';'85049'
'DE21L';'82340'
'DE21L';'82131'
'DE259';'91245'
'DE21H';'82152'
'DE246';'91282'
'DE226';'93348'
'DE501';'26954'
'DE218';'85617'
'DED2E';'01558'
'DE300';'10365'
'DE118';'75031'
'DE128';'74937'
'DEB3C';'67098'
'DE132';'79256'
'DEB3H';'67487'
'DE127';'74928'
'DE143';'72474'
'DE149';'72514'
'DE261';'63743'
'DE269';'63911'
'DEF07';'25864'
'DE127';'74834'
'DE111';'70173'
'DE115';'71711'
'DE141';'72805'
'DE127';'74850'
'DE23A';'95478'
'DE21D';'82433'
'DEG0A';'06578'
'DE248';'91356'
'DEG0G';'99198'
'DE248';'91359'
'DE25B';'91177'
'DE21D';'82441'
'DEA12';'47058'
'DEB22';'54528'
'DE259';'91236'
'DEE05';'06792'
'DE237';'92727'
'DE237';'92723'
'DE238';'93102'
'DE21G';'83546'
'DE408';'14727'
'DED52';'04575'
'DE239';'92445'
'DED44';'08228'
'DE918';'37586'
'DEF0C';'24857'
'DE145';'89601'
'DE114';'73033'
'DE734';'34329'
'DEF0E';'25548'
'DE732';'36039'
'DEA5C';'59174'
'DEB3G';'67742'
'DEA2A';'51597'
'DEA58';'58638'
'DE147';'78354'
'DE927';'31628'
'DE725';'35327'
'DE269';'63897'
'DEA44';'34434'
'DE115';'71634'
'DE115';'74379'
'DE115';'71691'
'DE264';'63826'
'DE115';'71642'
'DE113';'72658'
'DEF0C';'24803'
'DE264';'63875'
'DE116';'71334'
'DE149';'88356'
'DEF0C';'24887'
'DE113';'73773'
'DE731';'34128'
'DE926';'37691'
'DE212';'81247'
'DEE0A';'06295'
'DEG0K';'07387'
'DE212';'80639'
'DE247';'96486'
'DE253';'90762'
'DEG01';'99087'
'DE254';'90451'
'DE735';'34323'
'DE937';'27374'
'DE735';'34302'
'DE119';'74629'
'DEF0E';'25379'
'DEF0C';'24960'
'DE128';'74931'
'DE724';'35287'
'DE112';'71155'
'DEB1A';'56348'
'DEB3G';'67759'
'DE139';'79429'
'DED43';'09557'
'DEF0B';'24796'
'DEF0D';'24632'
'DE933';'21256'
'DE11A';'74572'
'DE732';'36169'
'DE26A';'97450'
'DE600';'20257'
'DE931';'29352'
'DE600';'20539'
'DE300';'12109'
'DE407';'04932'
'DED2F';'01723'
'DE300';'10407'
'DED2F';'01737'
'DE405';'16321'
'DEB1A';'56130'
'DEB3J';'55413'
'DEA5C';'59199'
'DE946';'26655'
'DE228';'94116'
'DED2E';'01640'
'DE225';'94151'
'DE228';'94107'
'DED2F';'01734'
'DE80N';'17335'
'DE80N';'17309'
'DE409';'15345'
'DE136';'78148'
'DEB3J';'55257'
'DE121';'76530'
'DE943';'26125'
'DEF07';'25946'
'DE122';'76187'
'DE12C';'72275'
'DE136';'78126'
'DEB38';'67346'
'DE123';'76661'
'DE139';'79677'
'DE134';'77731'
'DE133';'79211'
'DEB3F';'67691'
'DEB3J';'55218'
'DEB3C';'67273'
'DEA38';'48361'
'DED2C';'01917'
'DE24A';'96332'
'DEE0C';'06464'
'DE246';'95491'
'DE267';'97496'
'DEF0A';'24327'
'DE91B';'38322'
'DED2D';'02826'
'DE21J';'85305'
'DE21H';'82166'
'DE114';'73105'
'DE929';'30455'
'DE929';'30453'
'DE225';'94133'
'DE228';'94124'
'DE300';'12524'
'DED21';'01157'
'DE40C';'15569'
'DED21';'01069'
'DE409';'15378'
'DE40C';'15526'
'DE402';'03054'
'DED2D';'02827'
'DEA1B';'47574'
'DEA2D';'52499'
'DEB23';'54608'
'DEA1B';'47669'
'DEB25';'54310'
'DEA28';'53925'
'DEA12';'47179'
'DEA1D';'41470'
'DEA28';'53881'
'DEC01';'66333'
'DEA12';'47166'
'DEA11';'40547'
'DE94B';'49843'
'DEA11';'40237'
'DEA11';'40593'
'DE216';'83674'
'DE234';'92259'
'DEG0K';'07929'
'DE212';'81677'
'DE249';'95119'
'DE212';'81929'
'DE21H';'85521'
'DE24C';'96247'
'DE21C';'82285'
'DE248';'91369'
'DE934';'29472'
'DE275';'86556'
'DE934';'29476'
'DE248';'91346'
'DE21I';'86562'
'DEG05';'99427'
'DE259';'91227'
'DE24A';'96337'
'DE21J';'86558'
'DEG0U';'07333'
'DEF06';'23896'
'DE911';'38104'
'DE276';'86850'
'DE276';'86872'
'DEB1A';'56349'
'DEB3F';'67697'
'DEA37';'49497'
'DEB1A';'56132'
'DEB1B';'57627'
'DEB13';'57520'
'DEA37';'49536'
'DEB3D';'67808'
'DEB3F';'67693'
'DEB3D';'67728'
'DEA5B';'59469'
'DEB1A';'65582'
'DEB1A';'65626'
'DEB3C';'67468'
'DEB3B';'55578'
'DEA5B';'59519'
'DEA57';'59823'
'DEA5A';'57234'
'DEB3D';'67308'
'DEA28';'53919'
'DEA11';'40210'
'DEA11';'40211'
'DEA16';'45472'
'DEA34';'48712'
'DEA13';'45131'
'DEB22';'54486'
'DEA1A';'42329'
'DEA34';'48739'
'DEB3F';'66879'
'DEA5C';'59192'
'DEB1A';'56341'
'DE300';'13055'
'DEB23';'54664'
'DEA1F';'46535'
'DEA1F';'46514'
'DEA34';'46325'
'DEA11';'40223'
'DEA23';'50765'
'DEA2C';'53913'
'DE94B';'49846'
'DEB12';'53506'
'DEA23';'50670'
'DEA13';'45143'
'DEB22';'54539'
'DEA36';'45968'
'DE71C';'63533'
'DE804';'19063'
'DEE07';'39171'
'DEG0G';'99518'
'DEE0A';'06317'
'DE212';'80939'
'DE21B';'85354'
'DE234';'92265'
'DE248';'91365'
'DE80M';'19071'
'DEE09';'06458'
'DEB1D';'55496'
'DEA35';'48653'
'DEA36';'45772'
'DEB15';'55779'
'DE947';'26524'
'DEA1A';'42389'
'DE27C';'86879'
'DE267';'96166'
'DEF06';'23899'
'DE247';'96145'
'DEG0E';'98669'
'DE245';'96182'
'DEG0T';'99338'
'DE27D';'86682'
'DEG0E';'98666'
'DE25B';'91174'
'DEE09';'38895'
'DE21E';'86981'
'DE21E';'86929'
'DEG09';'99994'
'DE27B';'87679'
'DE21H';'85737'
'DE21H';'85640'
'DE21H';'85653'
'DE21F';'83700'
'DE218';'85658'
'DE21A';'85462'
'DE234';'92274'
'DE244';'95032'
'DEG0L';'07955'
'DE147';'88046'
'DE116';'71577'
'DE918';'37170'
'DEF0C';'24884'
'DEF09';'25370'
'DEF0C';'24966'
'DE27A';'88149'
'DE733';'36166'
'DE114';'73104'
'DEA33';'48151'
'DEB18';'56276'
'DE139';'79597'
'DEA2A';'51702'
'DE139';'79639'
'DEB3F';'67706'
'DE278';'86513'
'DE27C';'87772'
'DE277';'89353'
'DE27D';'86753'
'DEF08';'23701'
'DEB3D';'67821'
'DEA59';'57439'
'DE94E';'49191'
'DE132';'79853'
'DE723';'35794'
'DE723';'65606'
'DEB18';'53560'
'DEA51';'44892'
'DEB17';'56294'
'DEB17';'56330'
'DEA5C';'59379'
'DEB1C';'56858'
'DE942';'26725'
'DEB1C';'56829'
'DE259';'91239'
'DE80M';'23972'
'DE216';'82538'
'DE236';'92283'
'DEE08';'06648'
'DEG0K';'07343'
'DE212';'81479'
'DE21J';'85119'
'DE212';'80797'
'DE21H';'82008'
'DEG0J';'07774'
'DEF0B';'24214'
'DE11C';'89547'
'DEF0D';'22846'
'DE11A';'74564'
'DEF0D';'22844'
'DE27E';'87534'
'DE148';'88316'
'DE265';'97717'
'DEF0C';'24404'
'DE145';'89129'
'DE600';'22337'
'DE145';'89182'
'DE600';'22299'
'DE935';'21385'
'DE11D';'73479'
'DE600';'22047'
'DE279';'89278'
'DE91C';'37520'
'DE91C';'37115'
'DE26C';'97247'
'DE931';'29361'
'DEE03';'39124'
'DE21B';'84072'
'DE268';'97337'
'DE600';'22359'
'DE279';'89290'
'DEF0D';'23816'
'DEF0A';'24235'
'DE11D';'73499'
'DE27C';'87781'
'DE25A';'91478'
'DE914';'38536'
'DE256';'91601'
'DE25A';'91484'
'DE268';'97357'
'DE278';'86476'
'DE25A';'91438'
'DE26B';'97516'
'DE278';'86505'
'DEF0A';'24257'
'DE256';'91632'
'DE267';'97478'
'DEF08';'23714'
'DE216';'83673'
'DE236';'92318'
'DE236';'92364'
'DE946';'26188'
'DEB13';'57562'
'DE948';'49681'
'DE94E';'49196'
'DEB3E';'76744'
'DEB3C';'67152'
'DEA42';'33442'
'DE13A';'79777'
'DEF07';'25997'
'DE94G';'26937'
'DEB3E';'76726'
'DE717';'65428'
'DE725';'36110'
'DEF0B';'24791'
'DE914';'38518'
'DE911';'38120'
'DEG0C';'99869'
'DE27D';'86698'
'DE27D';'86692'
'DE21E';'86934'
'DE917';'38364'
'DE27D';'86684'
'DE21D';'82497'
'DEG0T';'99326'
'DE21D';'82487'
'DE934';'29451'
'DEB13';'57518'
'DEG07';'99752'
'DE91B';'38300'
'DE27D';'86732'
'DE27D';'86751'
'DEG0E';'98660'
'DE93A';'29394'
'DE27C';'86833'
'DE267';'97500'
'DEG0C';'99885'
'DE27C';'86854'
'DE914';'38554'
'DEA12';'47279'
'DEA11';'40589'
'DEA23';'50829'
'DEA27';'50321'
'DEA1C';'42579'
'DEA27';'50389'
'DEA23';'51143'
'DEA34';'48619'
'DEA13';'45139'
'DE116';'71554'
'DE731';'34117'
'DE26A';'97828'
'DE11B';'97922'
'DEF0B';'24768'
'DE145';'89607'
'DE26C';'97292'
'DEA33';'48143'
'DEB18';'57639'
'DEA58';'58636'
'DEB3C';'67311'
'DE124';'76473'
'DE94F';'49401'
'DE943';'26129'
'DE137';'78600'
'DE715';'64757'
'DEA44';'34414'
'DE138';'78345'
'DE118';'74906'
'DE717';'65451'
'DE718';'61267'
'DE123';'76356'
'DE123';'76327'
'DE717';'64546'
'DE932';'27607'
'DE12B';'75305'
'DE13A';'79798'
'DE12A';'75339'
'DEF07';'25924'
'DEA41';'33699'
'DE712';'65933'
'DE502';'27578'
'DE711';'64293'
'DE128';'69207'
'DE138';'78250'
'DEA47';'33181'
'DE932';'27474'
'DE71E';'35519'
'DEA47';'33102'
'DE712';'60388'
'DE143';'72401'
'DE501';'28217'
'DE128';'69151'
'DE501';'28207'
'DE927';'31604'
'DE112';'71157'
'DE71B';'64711'
'DE143';'72461'
'DE71E';'63694'
'DEB3C';'67161'
'DEB3J';'55296'
'DE124';'76571'
'DEB34';'67071'
'DE932';'21784'
'DE91B';'38281'
'DE91C';'37534'
'DE405';'16352'
'DE40A';'16565'
'DE40D';'16918'
'DE408';'14627'
'DED42';'09435'
'DE918';'37547'
'DE925';'31097'
'DE925';'31099'
'DE925';'31196'
'DEB32';'67653'
'DE277';'89449'
'DE93A';'29596'
'DEE0D';'39599'
'DE118';'74337'
'DE12C';'72291'
'DE21K';'83552'
'DE21M';'83344'
'DE719';'63405'
'DE139';'79578'
'DE21H';'82032'
'DE254';'90457'
'DEG0E';'98678'
'DEG0T';'99130'
'DEG0V';'98749'
'DEB25';'54441'
'DEB23';'54666'
'DE928';'31655'
'DE118';'74257'
'DE923';'31812'
'DE927';'31623'
'DE927';'31638'
'DEA36';'45721'
'DE949';'49751'
'DE947';'26603'
'DE94H';'26427'
'DEA45';'32825'
'DE928';'31675'
'DEA44';'34439'
'DE149';'72510'
'DE719';'63549'
'DE93B';'27299'
'DE149';'72488'
'DE147';'88696'
'DE141';'72770'
'DE115';'71679'
'DE111';'70437'
'DE111';'70186'
'DE264';'63825'
'DE117';'74072'
'DE111';'70378'
'DE735';'34637'
'DE725';'36369'
'DEA44';'37671'
'DE264';'63869'
'DE113';'72639'
'DE939';'21714'
'DE939';'21698'
'DE732';'36124'
'DE119';'74677'
'DE929';'30966'
'DE925';'31171'
'DEF0C';'24897'
'DE925';'31157'
'DEF09';'25494'
'DE27A';'88145'
'DE148';'88353'
'DE145';'89198'
'DEF0B';'24582'
'DE11C';'89555'
'DE26C';'97246'
'DE600';'20095'
'DE925';'31167'
'DEG0R';'99834'
'DE600';'22305'
'DE717';'65462'
'DEB39';'67549'
'DE722';'35630'
'DE94E';'49328'
'DE91C';'37133'
'DE600';'22605'
'DEF0D';'25486'
'DE600';'22523'
'DE600';'22175'
'DE25A';'97215'
'DEB25';'54318'
'DEA11';'40549'
'DEA12';'47249'
'DE931';'29356'
'DEG0R';'99831'
'DE11C';'89568'
'DE935';'21360'
'DE935';'21407'
'DE80N';'17509'
'DE300';'13051'
'DED2F';'01762'
'DE406';'15754'
'DE405';'16227'
'DE40G';'03185'
'DE126';'68305'
'DE21N';'86975'
'DE25C';'91802'
'DE275';'86447'
'DE275';'86508'
'DEF08';'23774'
'DEE09';'38820'
'DE731';'34134'
'DEF0E';'25377'
'DE113';'73266'
'DE929';'31535'
'DE735';'34621'
'DEF0C';'24899'
'DE923';'31787'
'DEF0C';'24963'
'DE278';'89352'
'DE277';'89429'
'DE277';'89431'
'DE912';'38226'
'DEA57';'59755'
'DE948';'49692'
'DE944';'49082'
'DE132';'79856'
'DEA57';'59889'
'DEA2D';'52070'
'DEB23';'54619'
'DEA2D';'52224'
'DEA1B';'47589'
'DEA1B';'47627'
'DEA26';'52428'
'DEB23';'54668'
'DEA34';'46419'
'DEA15';'41238'
'DEB23';'54634'
'DEB1A';'56377'
'DEB3K';'66999'
'DEB15';'55624'
'DE22B';'94365'
'DE22A';'84323'
'DED43';'09322'
'DE22B';'94354'
'DE21M';'83362'
'DED42';'08340'
'DED41';'09117'
'DED42';'09419'
'DED53';'04861'
'DE228';'94542'
'DE80L';'18573'
'DE40H';'14974'
'DE228';'94496'
'DE228';'94535'
'DE228';'94148'
'DE300';'14195'
'DEB3C';'67473'
'DEB18';'56269'
'DEB17';'56182'
'DEB17';'56322'
'DE94C';'26670'
'DE264';'97833'
'DE113';'73240'
'DEF0C';'24870'
'DE146';'88521'
'DEF0C';'24885'
'DEF0B';'24793'
'DE925';'31028'
'DE11A';'74544'
'DEA24';'51371'
'DEA23';'50931'
'DEB22';'54497'
'DEA23';'51103'
'DEA13';'45136'
'DEC01';'66129'
'DEA13';'45309'
'DE134';'77889'
'DEG0Q';'98634'
'DE91C';'37434'
'DEG0R';'36466'
'DE737';'37281'
'DE91A';'31241'
'DE278';'89359'
'DEF0F';'22967'
'DE93A';'29556'
'DE27C';'87719'
'DE25A';'96152'
'DE27D';'86747'
'DEB3D';'67722'
'DE132';'79280'
'DEA5B';'58739'
'DE134';'77746'
'DEA54';'59071'
'DE131';'79104'
'DEE0C';'39446'
'DE212';'81371'
'DE24B';'95358'
'DE21B';'85376'
'DEE03';'39108'
'DE212';'81925'
'DE234';'92278'
'DEE0B';'06179'
'DE21A';'85452'
'DE237';'95514'
'DE263';'97070'
'DE145';'89197'
'DE925';'31162'
'DE11D';'73494'
'DE266';'97656'
'DE933';'21220'
'DE933';'21376'
'DE146';'88451'
'DE929';'31311'
'DE931';'29221'
'DEB13';'57636'
'DEB23';'54657'
'DEB21';'54294'
'DEB24';'54570'
'DEB21';'54296'
'DEA27';'50170'
'DEB25';'54331'
'DEA12';'47228'
'DEB25';'54317'
'DEB25';'54320'
'DEB12';'53520'
'DEA23';'51145'
'DEC06';'66606'
'DEC03';'66564'
'DEB1C';'56812'
'DEB22';'56843'
'DEA1A';'42279'
'DE949';'48488'
'DEA18';'42897'
'DEB36';'67435'
'DE723';'65614'
'DEA5B';'59505'
'DEB3C';'67271'
'DEB35';'55122'
'DE94G';'26939'
'DEG0L';'07570'
'DE80O';'19399'
'DE21A';'85456'
'DEE0B';'06184'
'DED44';'08541'
'DED51';'04249'
'DEE05';'06800'
'DE235';'93189'
'DED51';'04129'
'DEG0M';'04603'
'DE22B';'94368'
'DE235';'93185'
'DE21G';'84513'
'DE214';'84543'
'DEA5B';'59514'
'DE134';'77799'
'DE134';'77723'
'DEF08';'23669'
'DE27D';'86690'
'DE917';'38381'
'DE241';'96047'
'DE25B';'91189'
'DE25C';'91785'
'DE271';'86150'
'DE80O';'19073'
'DE259';'90571'
'DEG0U';'07422'
'DE21L';'82327'
'DE934';'29494'
'DEE0A';'06343'
'DE21C';'82140'
'DE80M';'19069'
'DE216';'83661'
'DE147';'88099'
'DE929';'30851'
'DEG0R';'36419'
'DE11A';'74424'
'DE733';'36284'
'DE600';'22119'
'DE279';'89281'
'DE27C';'87764'
'DE11D';'73492'
'DEF0D';'24635'
'DEF0A';'24245'
'DEF0D';'24610'
'DE27C';'87773'
'DE27C';'87734'
'DE27C';'87785'
'DE256';'91550'
'DE266';'97638'
'DE256';'91555'
'DE26B';'97508'
'DE931';'29351'
'DE916';'38704'
'DE277';'89446'
'DEF06';'22958'
'DE93A';'29553'
'DEG09';'99947'
'DEF0F';'22956'
'DEG0C';'99880'
'DE932';'27624'
'DE712';'60316'
'DE12B';'75242'
'DEA46';'32549'
'DEF07';'25842'
'DE137';'78564'
'DEA46';'32545'
'DEB1C';'56253'
'DEA56';'58456'
'DEA36';'44575'
'DEB1D';'56869'
'DEB3G';'66869'
'DE94H';'26556'
'DEB3F';'66882'
'DE929';'30669'
'DE145';'89191'
'DE26A';'97783'
'DE11D';'73565'
'DE943';'26127'
'DEB3B';'67592'
'DEB35';'55128'
'DEA5B';'59597'
'DEB3B';'67591'
'DEB39';'67550'
'DE135';'78144'
'DE13A';'79787'
'DEB18';'56598'
'DE947';'26605'
'DEE09';'06484'
'DE21C';'82284'
'DE248';'91364'
'DEG0G';'99428'
'DE248';'91322'
'DEG0U';'07407'
'DE24A';'96268'
'DE248';'91349'
